Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,net.minecraft.block.BlockIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,net.minecraft.block.BlockPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,net.minecraft.block.BlockDragonEgg
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,net.minecraft.block.BlockOre
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
ExtrabiomesXL:leaves_1,165,true,null,extrabiomes.blocks.BlockAutumnLeaves
ExtrabiomesXL:plants4,166,true,null,extrabiomes.blocks.BlockCatTail
ExtrabiomesXL:terrain_blocks2,167,true,null,extrabiomes.blocks.GenericTerrainBlock
ExtrabiomesXL:flower1,168,true,null,extrabiomes.blocks.BlockCustomFlower
ExtrabiomesXL:flower2,169,true,null,extrabiomes.blocks.BlockCustomFlower
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
ExtrabiomesXL:flower3,176,true,null,extrabiomes.blocks.BlockCustomFlower
ExtrabiomesXL:grass,177,true,null,extrabiomes.blocks.BlockCustomTallGrass
ExtrabiomesXL:leaves_4,178,true,null,extrabiomes.blocks.BlockGreenLeaves
ExtrabiomesXL:leaves_2,179,true,null,extrabiomes.blocks.BlockNewLeaves
ExtrabiomesXL:leaves_3,180,true,null,extrabiomes.blocks.BlockMoreLeaves
ExtrabiomesXL:leaf_pile,181,true,null,extrabiomes.blocks.BlockLeafPile
ExtrabiomesXL:terrain_blocks1,182,true,null,extrabiomes.blocks.BlockRedRock
ExtrabiomesXL:saplings_1,183,true,null,extrabiomes.blocks.BlockCustomSapling
ExtrabiomesXL:saplings_2,184,true,null,extrabiomes.blocks.BlockNewSapling
ExtrabiomesXL:log1,185,true,null,extrabiomes.blocks.BlockCustomLog
ExtrabiomesXL:log2,186,true,null,extrabiomes.blocks.BlockNewLog
ExtrabiomesXL:mini_log_1,187,true,null,extrabiomes.blocks.BlockMiniLog
ExtrabiomesXL:cornerlog_baldcypress,188,true,null,extrabiomes.blocks.BlockNewQuarterLog
ExtrabiomesXL:cornerlog_rainboweucalyptus,189,true,null,extrabiomes.blocks.BlockNewQuarterLog
ExtrabiomesXL:cornerlog_oak,190,true,null,extrabiomes.blocks.BlockNewQuarterLog
ExtrabiomesXL:cornerlog_fir,191,true,null,extrabiomes.blocks.BlockNewQuarterLog
ExtrabiomesXL:cornerlog_redwood,192,true,null,extrabiomes.blocks.BlockNewQuarterLog
ExtrabiomesXL:log_elbow_baldcypress,193,true,null,extrabiomes.blocks.BlockKneeLog
ExtrabiomesXL:log_elbow_rainbow_eucalyptus,194,true,null,extrabiomes.blocks.BlockKneeLog
ExtrabiomesXL:vines,195,true,null,extrabiomes.blocks.BlockCustomVine
ExtrabiomesXL:waterplant1,196,true,null,extrabiomes.blocks.BlockWaterPlant
ExtrabiomesXL:tile.extrabiomes.crop.strawberry,197,true,null,extrabiomes.blocks.BlockCropRegrow
ExtrabiomesXL:quicksand,198,true,null,extrabiomes.module.cautia.block.BlockQuicksand
ExtrabiomesXL:planks,199,true,null,extrabiomes.module.fabrica.block.BlockCustomWood
ExtrabiomesXL:woodslab2,200,true,null,extrabiomes.module.fabrica.block.BlockNewWoodSlab
ExtrabiomesXL:double_woodslab2,201,true,null,extrabiomes.module.fabrica.block.BlockNewWoodSlab
ExtrabiomesXL:woodslab,202,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodSlab
ExtrabiomesXL:double_woodslab,203,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodSlab
ExtrabiomesXL:stairs.redwood,204,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.fir,205,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.acacia,206,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.rainboweucalyptus,207,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.cypress,208,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.baldcypress,209,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.japanesemaple,210,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.autumn,211,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:stairs.sakurablossom,212,true,null,extrabiomes.module.fabrica.block.BlockWoodStairs
ExtrabiomesXL:slabRedRock,213,true,null,extrabiomes.module.fabrica.block.BlockRedRockSlab
ExtrabiomesXL:double_slabRedRock,214,true,null,extrabiomes.module.fabrica.block.BlockRedRockSlab
ExtrabiomesXL:stairsRedCobble,215,true,null,extrabiomes.module.fabrica.block.BlockCustomStairs
ExtrabiomesXL:redrockbrick,216,true,null,extrabiomes.module.fabrica.block.BlockCustomStairs
ExtrabiomesXL:wall,217,true,null,extrabiomes.module.fabrica.block.BlockCustomWall
ExtrabiomesXL:fence,218,true,null,extrabiomes.blocks.BlockCustomFence
ExtrabiomesXL:door_acacia,219,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_autumn,220,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_baldcypress,221,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_cypress,222,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_fir,223,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_japanesemaple,224,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_rainboweucalyptus,225,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_redwood,226,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:door_sakura,227,true,null,extrabiomes.module.fabrica.block.BlockCustomWoodDoor
ExtrabiomesXL:fencegate_acacia,228,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_autumn,229,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_baldcypress,230,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_cypress,231,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_fir,232,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_japanesemaple,233,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_rainboweucalyptus,234,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_redwood,235,true,null,extrabiomes.blocks.BlockCustomFenceGate
ExtrabiomesXL:fencegate_sakura,236,true,null,extrabiomes.blocks.BlockCustomFenceGate
IC2:blockOreCopper,237,true,null,ic2.core.block.BlockMetaData
IC2:blockOreTin,238,true,null,ic2.core.block.BlockMetaData
IC2:blockOreUran,239,true,null,ic2.core.block.BlockMetaData
IC2:blockOreLead,240,true,null,ic2.core.block.BlockMetaData
IC2:blockRubWood,241,true,null,ic2.core.block.BlockRubWood
IC2:blockRubLeaves,242,true,null,ic2.core.block.BlockRubLeaves
IC2:blockRubSapling,243,true,null,ic2.core.block.BlockRubSapling
IC2:blockHarz,244,true,null,ic2.core.block.BlockResin
IC2:blockRubber,245,true,null,ic2.core.block.BlockRubberSheet
IC2:blockFenceIron,246,true,null,ic2.core.block.BlockPoleFence
IC2:blockAlloy,247,true,null,ic2.core.block.BlockMetaData
IC2:blockBasalt,248,true,null,ic2.core.block.BlockMetaData
IC2:blockAlloyGlass,249,true,null,ic2.core.block.BlockTexGlass
IC2:blockDoorAlloy,250,true,null,ic2.core.block.BlockIC2Door
IC2:blockReinforcedFoam,251,true,null,ic2.core.block.BlockReinforcedFoam
IC2:blockFoam,252,true,null,ic2.core.block.BlockFoam
IC2:blockWall,253,true,null,ic2.core.block.BlockWall
IC2:blockScaffold,254,true,null,ic2.core.block.BlockScaffold
IC2:blockIronScaffold,255,true,null,ic2.core.block.BlockScaffold
IC2:blockMetal,409,true,null,ic2.core.block.BlockMetal
IC2:blockCable,410,true,null,ic2.core.block.wiring.BlockCable
IC2:blockKineticGenerator,411,true,null,ic2.core.block.kineticgenerator.block.BlockKineticGenerator
IC2:blockHeatGenerator,412,true,null,ic2.core.block.heatgenerator.block.BlockHeatGenerator
IC2:blockGenerator,413,true,null,ic2.core.block.generator.block.BlockGenerator
IC2:blockReactorChamber,414,true,null,ic2.core.block.reactor.block.BlockReactorChamber
IC2:blockReactorFluidPort,415,true,null,ic2.core.block.reactor.block.BlockReactorFluidPort
IC2:blockReactorAccessHatch,416,true,null,ic2.core.block.reactor.block.BlockReactorAccessHatch
IC2:blockReactorRedstonePort,423,true,null,ic2.core.block.reactor.block.BlockReactorRedstonePort
IC2:blockreactorvessel,424,true,null,ic2.core.block.reactor.block.BlockReactorVessel
IC2:blockElectric,425,true,null,ic2.core.block.wiring.BlockElectric
IC2:blockChargepad,426,true,null,ic2.core.block.wiring.BlockChargepad
IC2:blockMachine,427,true,null,ic2.core.block.machine.BlockMachine
IC2:blockMachine2,428,true,null,ic2.core.block.machine.BlockMachine2
IC2:blockMachine3,429,true,null,ic2.core.block.machine.BlockMachine3
IC2:blockLuminatorDark,430,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockLuminator,431,true,null,ic2.core.block.wiring.BlockLuminator
IC2:blockMiningPipe,432,true,null,ic2.core.block.machine.BlockMiningPipe
IC2:blockMiningTip,433,true,null,ic2.core.block.machine.BlockMiningTip
IC2:blockPersonal,434,true,null,ic2.core.block.personal.BlockPersonal
IC2:blockITNT,435,true,null,ic2.core.block.BlockITNT
IC2:blockNuke,436,true,null,ic2.core.block.BlockITNT
IC2:blockDynamite,437,true,null,ic2.core.block.BlockDynamite
IC2:blockDynamiteRemote,438,true,null,ic2.core.block.BlockDynamite
IC2:blockCrop,439,true,null,ic2.core.crop.BlockCrop
IC2:blockBarrel,440,true,null,ic2.core.block.BlockBarrel
IC2:fluidUuMatter,441,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidConstructionFoam,442,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidCoolant,443,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidHotCoolant,444,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidPahoehoeLava,445,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiomass,446,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidBiogas,447,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidDistilledWater,448,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSuperheatedSteam,449,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidSteam,450,true,null,ic2.core.block.BlockIC2Fluid
IC2:fluidHotWater,451,true,null,ic2.core.block.BlockIC2Fluid
Forestry:core,452,true,null,forestry.core.blocks.BlockBase
Forestry:soil,453,true,null,forestry.core.blocks.BlockSoil
Forestry:resources,454,true,null,forestry.core.blocks.BlockResourceOre
Forestry:resourceStorage,455,true,null,forestry.core.blocks.BlockResourceStorage
Forestry:fluid.bioethanol,456,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.biomass,457,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.glass,458,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.honey,459,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.ice,460,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.juice,461,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.milk,462,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.seedoil,463,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:fluid.short.mead,464,true,null,forestry.core.fluids.BlockForestryFluid
Forestry:apiculture,465,true,null,forestry.core.blocks.BlockBase
Forestry:apicultureChest,466,true,null,forestry.core.blocks.BlockBase
Forestry:beehives,467,true,null,forestry.apiculture.blocks.BlockBeehives
Forestry:candle,468,true,null,forestry.apiculture.blocks.BlockCandle
Forestry:stump,469,true,null,forestry.apiculture.blocks.BlockStump
Forestry:alveary,470,true,null,forestry.apiculture.blocks.BlockAlveary
Forestry:logs,471,true,null,forestry.arboriculture.blocks.BlockLog
Forestry:planks,472,true,null,forestry.arboriculture.blocks.BlockPlanks
Forestry:slabs,473,true,null,forestry.arboriculture.blocks.BlockSlab
Forestry:fences,474,true,null,forestry.arboriculture.blocks.BlockArbFence
Forestry:stairs,475,true,null,forestry.arboriculture.blocks.BlockArbStairs
Forestry:logsFireproof,476,true,null,forestry.arboriculture.blocks.BlockLog
Forestry:planksFireproof,477,true,null,forestry.arboriculture.blocks.BlockPlanks
Forestry:slabsFireproof,478,true,null,forestry.arboriculture.blocks.BlockSlab
Forestry:fencesFireproof,479,true,null,forestry.arboriculture.blocks.BlockArbFence
Forestry:stairsFireproof,480,true,null,forestry.arboriculture.blocks.BlockArbStairs
Forestry:saplingGE,481,true,null,forestry.arboriculture.blocks.BlockSapling
Forestry:leaves,482,true,null,forestry.arboriculture.blocks.BlockForestryLeaves
Forestry:pods,483,true,null,forestry.arboriculture.blocks.BlockFruitPod
Forestry:arboriculture,484,true,null,forestry.core.blocks.BlockBase
Forestry:engine,485,true,null,forestry.energy.blocks.BlockEngine
Forestry:factory,486,true,null,forestry.core.blocks.BlockBase
Forestry:factory2,487,true,null,forestry.core.blocks.BlockBase
Forestry:mushroom,488,true,null,forestry.farming.blocks.BlockMushroom
Forestry:ffarm,489,true,null,forestry.farming.blocks.BlockFarm
Forestry:lepidopterology,490,true,null,forestry.core.blocks.BlockBase
Forestry:mail,491,true,null,forestry.core.blocks.BlockBase
gregtech:gt.blockmachines,492,true,null,gregtech.common.blocks.GT_Block_Machines
gregtech:gt.blockcasings,493,true,null,gregtech.common.blocks.GT_Block_Casings1
gregtech:gt.blockcasings2,494,true,null,gregtech.common.blocks.GT_Block_Casings2
gregtech:gt.blockcasings3,495,true,null,gregtech.common.blocks.GT_Block_Casings3
gregtech:gt.blockcasings4,496,true,null,gregtech.common.blocks.GT_Block_Casings4
gregtech:gt.blockgranites,497,true,null,gregtech.common.blocks.GT_Block_Granites
gregtech:gt.blockconcretes,498,true,null,gregtech.common.blocks.GT_Block_Concretes
gregtech:gt.blockores,499,true,null,gregtech.common.blocks.GT_Block_Ores
gregtech:gt.blockmetal1,500,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal2,501,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal3,502,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal4,503,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal5,504,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal6,505,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal7,506,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockmetal8,507,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockgem1,508,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockgem2,509,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockgem3,510,true,null,gregtech.common.blocks.GT_Block_Metal
gregtech:gt.blockreinforced,511,true,null,gregtech.common.blocks.GT_Block_Reinforced
ImmersiveEngineering:ore,512,true,null,blusunrize.immersiveengineering.common.blocks.BlockIEBase.BlockIESimple
ImmersiveEngineering:storage,513,true,null,blusunrize.immersiveengineering.common.blocks.BlockStorage
ImmersiveEngineering:storageSlab,514,true,null,blusunrize.immersiveengineering.common.blocks.BlockIESlabs
ImmersiveEngineering:metalDevice,515,true,null,blusunrize.immersiveengineering.common.blocks.metal.BlockMetalDevices
ImmersiveEngineering:metalDevice2,516,true,null,blusunrize.immersiveengineering.common.blocks.metal.BlockMetalDevices2
ImmersiveEngineering:metalDecoration,517,true,null,blusunrize.immersiveengineering.common.blocks.metal.BlockMetalDecoration
ImmersiveEngineering:metalMultiblock,518,true,null,blusunrize.immersiveengineering.common.blocks.metal.BlockMetalMultiblocks
ImmersiveEngineering:woodenDevice,519,true,null,blusunrize.immersiveengineering.common.blocks.wooden.BlockWoodenDevices
ImmersiveEngineering:woodenDecoration,520,true,null,blusunrize.immersiveengineering.common.blocks.wooden.BlockWoodenDecoration
ImmersiveEngineering:treatedWood,521,true,null,blusunrize.immersiveengineering.common.blocks.BlockIEBase.BlockIESimple
